sample_id,stem_id,species,water mas,CPg,wc,NF,NSlf,SL,STm,Pbr,Sbr,P:S,SD.PL,SD.SL,SD.P:S,Pendent 1,Pendent 2,Pendent 3,Pendent 4,Pendent 5,Pendent 6,Pendent 7,Pendent 8,Pendent 9,Pendent 10,Spreading 1,Spreading 2,Spreading 3,Spreading 4,Spreading 5,Spreading 6,Spreading 7,Spreading 8,Spreading 9,Spreading 10,P:S1,P:S2,P:S3,P:S4,P:S5,P:S6,P:S7,P:S8,P:S9,P:S10
s6.03.08.cu.1,s6.03.08.cu.1.3,S.cuspidatum,0.414,0.0148,27.973,48,130,4.56,0.0244,0.724,0.895,0.810370493,0.094040417,0.067143131,0.09801418,0.845,0.682,0.821,0.811,0.704,0.525,0.745,0.625,0.787,0.695,0.995,0.775,1.013,0.874,0.865,0.9,0.885,0.853,0.853,0.937,0.849246231,0.88,0.810463968,0.92791762,0.813872832,0.583333333,0.84180791,0.732708089,0.922626026,0.741728922
s6.03.08.cu.1,s6.03.08.cu.1.4,S.cuspidatum,0.2936,0.0119,24.6723,41,111,3.38,0.0147,0.6554,0.801,0.826468141,0.105639197,0.095164069,0.141988594,0.766,0.596,0.585,0.777,0.64,0.511,0.746,0.596,0.815,0.522,0.821,0.832,0.606,0.735,0.835,0.875,0.895,0.895,0.855,0.661,0.933008526,0.716346154,0.965346535,1.057142857,0.766467066,0.584,0.833519553,0.665921788,0.953216374,0.789712557
s6.03.08.cu.1,s6.03.08.cu.1.5,S.cuspidatum,0.3503,0.0111,31.5586,49,166,4.42,0.0222,0.7876,0.8136,0.974267312,0.112897476,0.085837288,0.143024696,0.661,0.745,1.015,0.79,0.665,0.765,0.855,0.835,0.64,0.905,0.766,0.665,0.895,0.821,0.884,0.865,0.695,0.926,0.745,0.874,0.862924282,1.120300752,1.134078212,0.962241169,0.752262443,0.884393064,1.230215827,0.901727862,0.859060403,1.035469108
s6.03.08.cu.2,s6.03.08.cu.2.1,S.cuspidatum,0.1426,0.01,14.26,38,118,3.3,0.0154,0.7706,0.9347,0.836201219,0.09096175,0.160465604,0.096218433,0.795,0.798,0.985,0.795,0.755,0.795,0.745,0.746,0.617,0.675,1.025,0.885,1.246,0.947,1.1,1.045,0.713,0.832,0.798,0.756,0.775609756,0.901694915,0.790529695,0.839493136,0.686363636,0.76076555,1.044880785,0.896634615,0.773182957,0.892857143
s6.03.08.cu.2,s6.03.08.cu.2.2,S.cuspidatum,0.2267,0.0147,15.4218,29,97,3.45,0.0182,0.7718,1.0157,0.772237911,0.052997736,0.117851644,0.118855564,0.724,0.766,0.875,0.756,0.863,0.724,0.766,0.714,0.745,0.785,1.076,0.735,1.125,1.165,0.95,1.097,1.023,0.971,1.075,0.94,0.672862454,1.042176871,0.777777778,0.648927039,0.908421053,0.659981768,0.748778104,0.735324408,0.693023256,0.835106383
s6.03.08.cu.2,s6.03.08.cu.2.3,S.cuspidatum,0.3844,0.0202,19.0297,35,111,2.04,0.0277,0.8341,0.9564,0.873078438,0.058808928,0.0750709,0.028201506,0.915,0.766,0.926,0.785,0.906,0.845,0.79,0.811,0.832,0.765,1.002,0.865,1.105,0.884,1.034,1.013,0.875,0.916,0.945,0.925,0.913173653,0.885549133,0.83800905,0.88800905,0.876208897,0.834155972,0.902857143,0.885371179,0.88042328,0.827027027
s6.03.08.cu.2,s6.03.08.cu.2.4,S.cuspidatum,0.3023,0.0159,19.0126,54,155,3.33,0.0304,0.9092,0.948,0.967199836,0.114304681,0.107975923,0.142270534,0.745,0.981,0.884,1.107,0.835,1.035,0.884,1.002,0.745,0.874,0.825,1.055,1.002,0.925,0.895,1.075,1.115,0.785,0.835,0.968,0.903030303,0.92985782,0.882235529,1.196756757,0.932960894,0.962790698,0.792825112,1.276433121,0.892215569,0.902892562
s6.03.08.cu.2,s6.03.08.cu.2.5,S.cuspidatum,0.2808,0.0161,17.441,56,145,3.22,0.0331,0.9304,0.9672,0.979344688,0.106726004,0.176246872,0.134409799,1.11,0.975,0.875,1.075,0.787,0.96,0.971,0.756,0.895,0.9,1.322,0.775,0.852,1.165,0.815,0.821,1.085,0.845,1.097,0.895,0.839636914,1.258064516,1.026995305,0.922746781,0.965644172,1.169305725,0.894930876,0.894674556,0.81586144,1.005586592
s6.03.08.cu.3,s6.03.08.cu.3.1,S.cuspidatum,0.4643,0.0142,32.6972,67,180,3.58,0.0267,0.7012,0.79,0.901284403,0.075005066,0.136758181,0.102531769,0.735,0.665,0.575,0.617,0.755,0.735,0.63,0.785,0.693,0.822,1.086,0.724,0.724,0.672,0.832,0.775,0.615,0.926,0.661,0.885,0.67679558,0.918508287,0.794198895,0.918154762,0.907451923,0.948387097,1.024390244,0.847732181,1.048411498,0.928813559
s6.03.08.cu.3,s6.03.08.cu.3.2,S.cuspidatum,0.3073,0.0094,32.6915,75,220,3.41,0.0214,0.5468,0.6196,0.888372017,0.061587012,0.065541132,0.109610794,0.522,0.512,0.545,0.617,0.575,0.532,0.436,0.645,0.478,0.606,0.615,0.491,0.64,0.585,0.724,0.64,0.596,0.725,0.595,0.585,0.848780488,1.042769857,0.8515625,1.054700855,0.794198895,0.83125,0.731543624,0.889655172,0.803361345,1.035897436
s6.03.08.cu.3,s6.03.08.cu.3.3,S.cuspidatum,0.1478,0.0058,25.4828,45,180,4.03,0.007,0.4111,0.5225,0.781228054,0.107935583,0.072541368,0.132844885,0.627,0.574,0.415,0.325,0.455,0.415,0.335,0.307,0.285,0.373,0.617,0.635,0.515,0.435,0.617,0.467,0.435,0.502,0.535,0.467,1.016207455,0.903937008,0.805825243,0.747126437,0.737439222,0.888650964,0.770114943,0.611553785,0.53271028,0.798715203
s6.03.08.cu.3,s6.03.08.cu.3.4,S.cuspidatum,0.3023,0.0097,31.1649,54,167,3.5,0.016,0.4639,0.6181,0.759127556,0.0843984,0.079607098,0.148475626,0.564,0.325,0.415,0.445,0.351,0.49,0.554,0.595,0.445,0.455,0.693,0.564,0.695,0.543,0.682,0.522,0.756,0.605,0.515,0.606,0.813852814,0.576241135,0.597122302,0.819521179,0.514662757,0.938697318,0.732804233,0.983471074,0.86407767,0.750825083
s6.03.08.cu.3,s6.03.08.cu.3.5,S.cuspidatum,0.2371,0.0073,32.4795,62,162,3.52,0.0133,0.4733,0.5342,0.887976375,0.04940253,0.053278138,0.068824194,0.515,0.515,0.467,0.394,0.465,0.554,0.488,0.415,0.415,0.505,0.485,0.596,0.533,0.48,0.554,0.596,0.535,0.491,0.455,0.617,1.06185567,0.86409396,0.876172608,0.820833333,0.839350181,0.929530201,0.912149533,0.845213849,0.912087912,0.818476499
s6.03.08.cu.4,s6.03.08.cu.4.1,S.cuspidatum,0.5499,0.0207,26.5652,48,132,5.6,0.0293,0.9042,1.0452,0.871993044,0.148689475,0.138485956,0.143699793,0.832,0.863,0.703,1.115,0.935,1.086,0.682,1.044,1.005,0.777,1.044,1.142,0.971,1.015,1.257,1.265,0.785,0.95,0.968,1.055,0.796934866,0.755691769,0.723995881,1.098522167,0.743834527,0.858498024,0.868789809,1.098947368,1.03822314,0.736492891
s6.03.08.cu.4,s6.03.08.cu.4.2,S.cuspidatum,0.6441,0.0206,31.267,38,111,3.67,0.0283,0.9708,1.1077,0.889335964,0.146142259,0.137343402,0.158426564,0.842,1.11,0.955,1.015,0.947,1.185,0.8,0.863,1.204,0.787,0.745,1.145,1.013,1.215,1.097,1.096,1.255,1.141,1.195,1.175,1.130201342,0.969432314,0.942744324,0.835390947,0.863263446,1.08120438,0.637450199,0.756354075,1.007531381,0.669787234
s6.03.08.cu.4,s6.03.08.cu.4.3,S.cuspidatum,0.2815,0.0098,28.7245,25,83,3.02,0.0092,0.6062,0.8411,0.729483042,0.07157765,0.107743631,0.111792354,0.596,0.724,0.501,0.661,0.675,0.512,0.625,0.651,0.595,0.522,0.971,1.003,0.724,0.665,0.885,0.756,0.947,0.777,0.798,0.885,0.613800206,0.721834497,0.69198895,0.993984962,0.762711864,0.677248677,0.659978881,0.837837838,0.745614035,0.589830508
s6.03.08.cu.4,s6.03.08.cu.4.4,S.cuspidatum,0.3887,0.0138,28.1667,27,97,3.38,0.0127,0.7633,0.8797,0.88055601,0.093875503,0.112786568,0.154713351,0.655,0.785,0.756,0.725,0.766,0.863,0.935,0.64,0.655,0.853,0.937,0.777,0.724,0.905,0.885,1.003,0.765,0.811,0.875,1.115,0.699039488,1.01029601,1.044198895,0.801104972,0.865536723,0.860418744,1.222222222,0.789149199,0.748571429,0.765022422
s6.03.08.cu.4,s6.03.08.cu.4.5,S.cuspidatum,0.4778,0.0179,26.6927,38,114,3.93,0.024,0.8834,0.9805,0.916648749,0.099494924,0.122838308,0.159893575,0.865,1.002,0.776,0.96,0.992,0.845,0.968,0.765,0.947,0.714,0.715,0.884,1.162,1.11,1.065,0.985,1.015,0.875,0.971,1.023,1.20979021,1.133484163,0.667814114,0.864864865,0.931455399,0.85786802,0.953694581,0.874285714,0.975283213,0.697947214
s6.03.08.cu.5,s6.03.08.cu.5.1,S.cuspidatum,0.2483,0.0112,22.1696,28,92,2.98,0.0087,0.4885,0.6914,0.724113806,0.06681654,0.102609161,0.155001976,0.455,0.585,0.488,0.512,0.341,0.415,0.543,0.543,0.512,0.491,0.574,0.714,0.835,0.745,0.695,0.735,0.585,0.766,0.777,0.488,0.792682927,0.819327731,0.584431138,0.687248322,0.490647482,0.56462585,0.928205128,0.708877285,0.658944659,1.006147541
s6.03.08.cu.5,s6.03.08.cu.5.2,S.cuspidatum,0.4561,0.0189,24.1323,41,119,3.78,0.0207,0.7501,0.8316,0.914291216,0.081651026,0.088930535,0.155776548,0.695,0.672,0.734,0.795,0.787,0.672,0.926,0.635,0.795,0.79,0.745,0.905,0.885,0.906,0.853,0.775,0.766,0.845,0.975,0.661,0.932885906,0.742541436,0.829378531,0.877483444,0.922626026,0.867096774,1.208877285,0.75147929,0.815384615,1.19515885
s6.03.08.cu.5,s6.03.08.cu.5.3,S.cuspidatum,0.2551,0.0104,24.5288,28,91,2.72,0.0108,0.577,0.7244,0.807932316,0.052302964,0.083442435,0.124213759,0.617,0.47,0.616,0.575,0.661,0.522,0.585,0.564,0.545,0.615,0.874,0.714,0.735,0.695,0.672,0.808,0.795,0.555,0.724,0.672,0.705949657,0.658263305,0.838095238,0.827338129,0.983630952,0.646039604,0.735849057,1.016216216,0.752762431,0.915178571
s6.03.08.cu.5,s6.03.08.cu.5.4,S.cuspidatum,0.4615,0.0197,23.4264,29,86,2.73,0.0193,0.7767,0.9558,0.829483746,0.116644803,0.106071485,0.177341037,0.724,0.801,0.895,0.735,0.811,0.895,0.525,0.645,0.821,0.915,0.965,0.745,0.945,1.108,0.937,0.916,1.145,0.947,0.875,0.975,0.750259067,1.075167785,0.947089947,0.663357401,0.865528282,0.977074236,0.458515284,0.681098205,0.938285714,0.938461538
s6.03.08.cu.5,s6.03.08.cu.5.5,S.cuspidatum,0.3007,0.0129,23.3101,32,109,4.04,0.0146,0.6294,0.7639,0.832222596,0.114725063,0.069889126,0.187536702,0.606,0.475,0.565,0.661,0.512,0.596,0.735,0.525,0.798,0.821,0.821,0.695,0.815,0.845,0.777,0.787,0.805,0.682,0.617,0.795,0.738124239,0.683453237,0.693251534,0.782248521,0.658944659,0.757306226,0.913043478,0.769794721,1.293354943,1.032704403
s7.17.08.li.1,s7.17.08.li.1.1,S.lindbergii,0.4311,0.022,19.5955,79,269,5.39,0.0653,1.0352,0.9088,1.159558839,0.158734243,0.156157485,0.197585331,1.375,1.267,1.025,0.884,1.045,0.865,0.981,0.895,1.065,0.95,1.246,0.971,0.64,1.015,0.895,0.947,0.756,0.815,0.968,0.835,1.1035313,1.304840371,1.6015625,0.870935961,1.167597765,0.913410771,1.297619048,1.098159509,1.100206612,1.137724551
s7.17.08.li.1,s7.17.08.li.1.2,S.lindbergii,0.516,0.022,23.4545,70,251,4.68,0.057,1.0676,1.015,1.089506745,0.106301646,0.224391176,0.201376988,1.155,0.985,1.035,1.125,0.915,1.034,1.11,1.131,0.916,1.27,0.821,0.982,0.715,1.375,0.895,0.935,1.345,0.955,0.832,1.295,1.40682095,1.00305499,1.447552448,0.818181818,1.022346369,1.105882353,0.82527881,1.184293194,1.100961538,0.980694981
s7.17.08.li.1,s7.17.08.li.1.3,S.lindbergii,0.3579,0.0205,17.4585,85,291,6,0.0698,1.0842,0.9042,1.21501667,0.130763756,0.120352648,0.184400632,0.916,0.935,1.267,1.173,1.044,1.076,0.965,1.312,1.152,1.002,0.895,0.655,0.811,1.025,0.884,1.045,0.811,0.905,1.076,0.935,1.023463687,1.427480916,1.562268804,1.144390244,1.180995475,1.029665072,1.189889026,1.449723757,1.07063197,1.071657754
s7.17.08.li.1,s7.17.08.li.1.4,S.lindbergii,0.3308,0.0158,20.9367,45,168,3.29,0.0354,0.9379,0.9858,0.964704979,0.098329497,0.139048049,0.1310668,0.811,0.971,1.076,0.925,0.947,0.874,1.003,0.885,1.1,0.787,1.045,0.906,1.173,1.075,1.155,0.906,1.115,0.853,0.895,0.735,0.776076555,1.071743929,0.917306053,0.860465116,0.81991342,0.964679912,0.89955157,1.037514654,1.229050279,1.070748299
s7.17.08.li.1,s7.17.08.li.1.5,S.lindbergii,0.2962,0.014,21.1571,50,184,2.94,0.0358,0.9316,1.0921,0.873597845,0.14890413,0.21409972,0.152221765,0.916,1.055,1.076,1.12,0.675,0.8,0.937,0.905,1.097,0.735,1.312,1.162,0.947,1.302,0.714,0.724,1.245,1.085,1.278,1.152,0.698170732,0.907917384,1.136219641,0.860215054,0.945378151,1.104972376,0.752610442,0.834101382,0.858372457,0.638020833
s7.17.08.li.2,s7.17.08.li.2.1,S.lindbergii,0.4421,0.0289,15.2976,80,282,7.4,0.0755,0.923,1.1454,0.81057796,0.10066181,0.102782489,0.096458667,0.955,0.992,0.787,1.152,0.955,0.95,0.795,0.905,0.884,0.855,1.245,1.152,1.141,1.27,1.015,1.131,1.27,1.225,0.992,1.013,0.767068273,0.861111111,0.689745837,0.907086614,0.9408867,0.839964633,0.625984252,0.73877551,0.891129032,0.844027641
s7.17.08.li.2,s7.17.08.li.2.2,S.lindbergii,0.5052,0.0346,14.6012,48,157,2.74,0.0593,0.9968,1.1928,0.84567275,0.1334667,0.143192039,0.135984856,1.125,1.236,0.975,0.905,0.905,1.055,0.985,1.013,1.055,0.714,1.27,1.285,0.926,1.095,1.135,1.085,1.396,1.095,1.396,1.245,0.885826772,0.961867704,1.052915767,0.826484018,0.797356828,0.97235023,0.705587393,0.925114155,0.755730659,0.573493976
s7.17.08.li.2,s7.17.08.li.2.3,S.lindbergii,0.3467,0.0185,18.7405,48,185,4.97,0.0384,0.91,1.1217,0.816437666,0.179644093,0.17883347,0.12196085,0.661,1.013,1.015,0.585,1.065,0.8,0.975,1.044,0.787,1.155,1.235,1.27,1.045,0.672,1.184,1.055,1.225,1.335,1.023,1.173,0.535222672,0.797637795,0.971291866,0.870535714,0.899493243,0.758293839,0.795918367,0.782022472,0.769305963,0.984654731
s7.17.08.li.2,s7.17.08.li.2.4,S.lindbergii,0.3305,0.0182,18.1593,48,196,5.31,0.0327,0.7676,1.0369,0.743877788,0.068069376,0.093750147,0.073503587,0.795,0.745,0.811,0.627,0.815,0.894,0.745,0.714,0.795,0.735,1.025,0.965,0.916,1.013,1.076,1.145,1.034,1.015,1.245,0.935,0.775609756,0.772020725,0.885371179,0.618953603,0.757434944,0.780786026,0.720502901,0.703448276,0.638554217,0.786096257
s7.17.08.li.2,s7.17.08.li.2.5,S.lindbergii,0.3604,0.0191,18.8691,47,170,4.34,0.0293,0.7858,0.9566,0.830437738,0.163303276,0.107525997,0.211104561,0.565,0.947,0.756,1.1,0.937,0.617,0.765,0.853,0.703,0.615,0.935,1.065,0.874,0.777,1.131,0.874,1.035,1.075,0.916,0.884,0.604278075,0.889201878,0.864988558,1.415701416,0.82847038,0.705949657,0.739130435,0.793488372,0.767467249,0.695701357
s7.17.08.li.3,s7.17.08.li.3.1,S.lindbergii,0.3053,0.0204,14.9657,34,129,2.22,0.0288,0.9748,0.9525,1.051566144,0.097708546,0.200681962,0.161700632,1.034,1.115,0.801,0.96,0.947,1.121,0.975,1.013,0.845,0.937,1.195,1.375,0.8,0.874,0.787,0.895,1.165,0.798,0.811,0.825,0.865271967,0.810909091,1.00125,1.098398169,1.203303685,1.252513966,0.836909871,1.269423559,1.041923551,1.135757576
s7.17.08.li.3,s7.17.08.li.3.2,S.lindbergii,0.4986,0.0358,13.9274,62,224,4.02,0.0719,1.1601,1.167,1.030469775,0.137669496,0.282956887,0.174915961,1.365,1.065,1.095,1.141,1.295,0.947,1.205,1.12,1.003,1.365,1.585,1.245,0.855,0.865,1.674,0.971,1.257,1.085,0.842,1.291,0.861198738,0.855421687,1.280701754,1.319075145,0.773596177,0.975283213,0.958631663,1.032258065,1.191211401,1.057319907
s7.17.08.li.3,s7.17.08.li.3.3,S.lindbergii,0.3118,0.0207,15.0628,44,147,3.35,0.0356,0.9215,1.0752,0.888713041,0.064065982,0.206358814,0.183140558,0.926,1.023,1.002,0.985,0.815,0.842,0.885,0.937,0.905,0.895,1.247,1.344,1.278,0.756,0.895,1.183,0.801,1.257,0.906,1.085,0.742582197,0.761160714,0.784037559,1.302910053,0.910614525,0.711749789,1.104868914,0.745425617,0.998896247,0.824884793
s7.17.08.li.3,s7.17.08.li.3.4,S.lindbergii,0.2043,0.0133,15.3609,25,83,1.69,0.014,0.8316,1.0154,0.826396751,0.093328667,0.151943542,0.077976878,0.937,0.585,0.845,0.855,0.842,0.777,0.821,0.875,0.926,0.853,1.205,0.745,1.055,1.097,1.003,0.765,0.981,1.236,1.044,1.023,0.777593361,0.785234899,0.800947867,0.779398359,0.839481555,1.015686275,0.836901121,0.707928803,0.88697318,0.833822092
s7.17.08.li.3,s7.17.08.li.3.5,S.lindbergii,0.5115,0.0327,15.6422,51,188,3.72,0.051,1.142,1.135,1.026652637,0.175645097,0.194530203,0.209104287,1.175,1.097,1.135,1.257,1.375,1.386,1.003,1.142,1.105,0.745,0.955,1.013,1.335,1.172,0.906,1.43,1.185,1.415,1.055,0.884,1.230366492,1.082922014,0.850187266,1.072525597,1.517660044,0.969230769,0.846413502,0.807067138,1.047393365,0.842760181
s7.17.08.li.4,s7.17.08.li.4.1,S.lindbergii,0.3356,0.0241,13.9253,35,125,4.76,0.0309,0.9737,1.0185,0.976951648,0.075898682,0.159905128,0.146425428,1.044,1.015,1.034,1.085,0.884,0.905,0.925,1.055,0.915,0.875,1.107,1.225,0.95,1.095,0.801,0.884,1.131,0.926,0.801,1.265,0.943089431,0.828571429,1.088421053,0.99086758,1.103620474,1.023755656,0.817860301,1.139308855,1.142322097,0.691699605
s7.17.08.li.4,s7.17.08.li.4.2,S.lindbergii,0.2412,0.0159,15.1698,21,83,2.54,0.0166,0.9578,1.2297,0.784327882,0.108011851,0.107389059,0.105566851,0.853,1.141,0.884,0.992,0.926,1.131,0.935,0.777,0.947,0.992,1.105,1.343,1.205,1.265,1.267,1.173,0.992,1.333,1.281,1.333,0.771945701,0.849590469,0.733609959,0.784189723,0.7308603,0.964194373,0.942540323,0.582895724,0.739266198,0.744186047
s7.17.08.li.4,s7.17.08.li.4.3,S.lindbergii,0.3805,0.0299,12.7258,45,167,4.9,0.0546,1.0789,1.1105,0.994919602,0.091454306,0.182911044,0.183581853,1.045,0.95,1.013,1.003,1.257,1.097,1.034,1.173,1.183,1.034,1.044,0.975,1.066,1.002,1.504,1.162,1.194,1.257,0.776,1.125,1.000957854,0.974358974,0.950281426,1.000998004,0.835771277,0.944061962,0.86599665,0.933174224,1.524484536,0.919111111
s7.17.08.li.4,s7.17.08.li.4.4,S.lindbergii,0.2913,0.0181,16.0939,28,117,3.11,0.0243,0.8722,1.0913,0.828039209,0.150802387,0.22276537,0.183436049,0.835,0.916,0.821,1.183,1.023,0.703,0.874,0.845,0.916,0.606,0.775,1.396,1.002,1.173,1.301,0.63,1.12,1.226,1.085,1.205,1.077419355,0.656160458,0.819361277,1.008525149,0.786318217,1.115873016,0.780357143,0.689233279,0.844239631,0.502904564
s7.17.08.li.4,s7.17.08.li.4.5,S.lindbergii,0.2137,0.0126,16.9603,37,155,5.7,0.0273,0.8528,0.8948,0.986109632,0.104879741,0.18606386,0.194810437,1.055,0.724,0.825,0.825,0.693,0.835,0.926,0.805,0.985,0.855,0.853,0.865,1.268,0.925,0.675,1.183,0.775,0.714,0.945,0.745,1.236811254,0.83699422,0.650630915,0.891891892,1.026666667,0.705832629,1.19483871,1.12745098,1.042328042,1.147651007
s7.17.08.li.5,s7.17.08.li.5.1,S.lindbergii,0.5914,0.0364,16.2473,26,90,1.7,0.0236,0.9216,0.9494,0.995314119,0.098752418,0.147268598,0.194602976,0.96,0.8,0.821,1.013,1.035,1.002,0.815,0.821,1.065,0.884,0.785,1.045,0.992,1.184,1.066,1.013,0.756,1.076,0.766,0.811,1.222929936,0.765550239,0.827620968,0.855574324,0.970919325,0.989141165,1.078042328,0.763011152,1.390339426,1.09001233
s7.17.08.li.5,s7.17.08.li.5.2,S.lindbergii,0.4205,0.0247,17.0243,59,206,3.5,0.0393,0.7641,0.9059,0.852066105,0.083634263,0.102598684,0.119322143,0.8,0.832,0.777,0.735,0.735,0.825,0.755,0.915,0.606,0.661,0.745,0.875,1.013,0.863,0.766,1.065,0.937,0.975,0.825,0.995,1.073825503,0.950857143,0.767028628,0.851680185,0.959530026,0.774647887,0.805763074,0.938461538,0.734545455,0.664321608
s7.17.08.li.5,s7.17.08.li.5.3,S.lindbergii,0.504,0.0272,18.5294,25,97,1.83,0.0123,0.7133,0.7789,0.9402226,0.116075019,0.141406117,0.204955248,0.655,0.606,0.955,0.655,0.635,0.875,0.645,0.585,0.756,0.766,0.607,0.925,0.672,0.695,0.795,0.971,0.801,0.575,1.003,0.745,1.07907743,0.655135135,1.421130952,0.942446043,0.798742138,0.901132853,0.805243446,1.017391304,0.753738784,1.028187919
s7.17.08.li.5,s7.17.08.li.5.4,S.lindbergii,0.5629,0.032,17.5906,33,109,1.89,0.0264,0.802,0.9518,0.867737026,0.083324666,0.165581279,0.179230564,0.734,0.756,0.724,0.853,0.811,0.775,0.661,0.855,0.926,0.925,0.795,1.163,0.95,1.085,1.173,0.937,0.704,0.961,1.055,0.695,0.92327044,0.650042992,0.762105263,0.786175115,0.691389599,0.827107791,0.938920455,0.889698231,0.877725118,1.330935252
s7.17.08.li.5,s7.17.08.li.5.5,S.lindbergii,0.8465,0.0508,16.6634,61,232,4.75,0.0579,0.9526,0.9942,0.983340518,0.133496217,0.126660017,0.238382863,0.945,1.152,0.884,1.226,0.863,0.8,0.801,1.002,0.947,0.906,1.085,0.765,0.865,0.96,0.995,1.125,1.035,1.145,0.842,1.125,0.870967742,1.505882353,1.021965318,1.277083333,0.867336683,0.711111111,0.773913043,0.87510917,1.124703088,0.805333333
s7.17.08.cu.1,s7.17.08.cu.1.1,S.cuspidatum,0.4254,0.0214,19.8785,33,101,2.98,0.0239,0.8902,1.0885,0.847601724,0.127945144,0.202354763,0.188852898,0.811,0.811,1.055,0.874,1.141,0.915,0.703,0.865,0.756,0.971,0.832,1.305,1.035,0.884,1.247,0.855,1.354,0.874,1.204,1.295,0.974759615,0.621455939,1.019323671,0.988687783,0.91499599,1.070175439,0.519202363,0.989702517,0.627906977,0.74980695
s7.17.08.cu.1,s7.17.08.cu.1.2,S.cuspidatum,0.4362,0.0194,22.4845,47,135,4.94,0.0346,0.8544,1.124,0.777414508,0.135919976,0.22984212,0.135999627,0.8,0.695,1.025,0.845,0.971,0.832,0.811,0.915,0.595,1.055,1.43,0.95,1.417,1.115,1.246,0.995,0.945,1.427,0.755,0.96,0.559440559,0.731578947,0.72335921,0.757847534,0.77929374,0.836180905,0.858201058,0.641205326,0.78807947,1.098958333
s7.17.08.cu.1,s7.17.08.cu.1.3,S.cuspidatum,0.2388,0.0121,19.7355,52,165,6.77,0.0238,0.8231,0.9428,0.898238662,0.093587873,0.147680601,0.203870954,0.766,0.925,0.795,0.724,0.815,0.835,0.695,0.745,0.96,0.971,0.79,1.055,1.002,1.145,1.024,0.895,0.895,0.815,1.135,0.672,0.969620253,0.876777251,0.793413174,0.63231441,0.795898438,0.932960894,0.776536313,0.914110429,0.845814978,1.444940476
s7.17.08.cu.1,s7.17.08.cu.1.4,S.cuspidatum,0.399,0.0174,22.931,31,91,2.85,0.0191,0.8533,1.1282,0.765609969,0.090259681,0.123778673,0.116742922,0.985,0.777,0.735,1.013,0.825,0.895,0.798,0.885,0.875,0.745,1.184,0.95,1.152,1.141,1.226,1.281,1.076,1.204,0.863,1.205,0.831925676,0.817894737,0.638020833,0.887817704,0.672920065,0.698672912,0.741635688,0.735049834,1.013904983,0.618257261
s7.17.08.cu.1,s7.17.08.cu.1.5,S.cuspidatum,0.47,0.0226,20.7965,49,149,4.93,0.0336,0.9382,1.1749,0.797027397,0.189627952,0.187415288,0.10100687,1.215,1.003,0.787,0.596,0.685,0.906,1.015,1.175,0.955,1.045,1.365,1.465,0.995,0.916,1.035,1.105,1.045,1.475,1.183,1.165,0.89010989,0.684641638,0.790954774,0.650655022,0.661835749,0.819909502,0.971291866,0.796610169,0.807269653,0.896995708
s7.17.08.cu.2,s7.17.08.cu.2.1,S.cuspidatum,0.6062,0.0257,23.5875,30,108,5.23,0.0321,1.1086,1.5034,0.739463209,0.089480948,0.08843099,0.070363841,1.11,1.035,1.142,1.135,0.947,1.185,1.291,1.121,1.023,1.097,1.482,1.535,1.465,1.555,1.395,1.556,1.441,1.695,1.535,1.375,0.748987854,0.674267101,0.779522184,0.729903537,0.678853047,0.761568123,0.895905621,0.661356932,0.666449511,0.797818182
s7.17.08.cu.2,s7.17.08.cu.2.2,S.cuspidatum,0.2651,0.0121,21.9091,24,84,4.34,0.0127,0.8265,1.0611,0.785223832,0.093056166,0.096178428,0.116524634,1.003,0.785,0.785,0.884,0.825,0.863,0.693,0.947,0.745,0.735,0.995,1.034,1.183,1.135,1.185,1.173,1.015,0.95,1.035,0.906,1.008040201,0.759187621,0.663567202,0.778854626,0.696202532,0.735720375,0.682758621,0.996842105,0.719806763,0.811258278
s7.17.08.cu.2,s7.17.08.cu.2.3,S.cuspidatum,0.3745,0.0135,27.7407,27,92,5.06,0.0107,0.7334,0.9994,0.73296133,0.108811029,0.085147167,0.082957703,0.885,0.874,0.832,0.627,0.805,0.685,0.64,0.645,0.564,0.777,1.135,0.995,1.055,0.925,1.095,1.024,1.023,0.995,0.832,0.915,0.779735683,0.87839196,0.788625592,0.677837838,0.735159817,0.668945313,0.625610948,0.648241206,0.677884615,0.849180328
s7.17.08.cu.2,s7.17.08.cu.2.4,S.cuspidatum,0.4444,0.0176,25.25,21,77,3.83,0.0149,1.0102,1.1828,0.861651226,0.156216388,0.090316997,0.159363524,1.025,1.291,1.246,0.985,1.005,1.023,1.035,0.863,0.884,0.745,1.185,1.135,1.235,1.345,1.115,1.055,1.075,1.285,1.141,1.257,0.864978903,1.137444934,1.008906883,0.732342007,0.901345291,0.969668246,0.962790698,0.671595331,0.774758983,0.592680986
s7.17.08.cu.2,s7.17.08.cu.2.5,S.cuspidatum,0.4724,0.0161,29.3416,26,84,2.98,0.0169,0.8613,1.1348,0.763934371,0.104210412,0.125553813,0.095005547,0.682,0.925,0.815,0.724,1.003,0.842,0.795,0.981,0.875,0.971,1.152,1.335,0.965,1.055,1.205,0.947,1.145,1.333,1.125,1.086,0.592013889,0.692883895,0.844559585,0.686255924,0.832365145,0.889123548,0.694323144,0.735933983,0.777777778,0.894106814
